TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2018,9,15,15,0,13XX JOHNSTON ST,Fairview,490329.4784,5457522.195
Theft from Vehicle,2018,11,18,14,0,13XX JOHNSTON ST,Fairview,490359.3044,5457487.575
Theft from Vehicle,2018,3,30,21,15,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494323.9223,5455372.881
Theft from Vehicle,2018,4,9,22,0,13XX LABURNUM ST,Kitsilano,488986.0813,5457952.245
Theft from Vehicle,2018,8,23,18,24,13XX LAMEYS MILL RD,Fairview,490151.4066,5457211.275
Theft from Vehicle,2018,11,28,20,0,13XX LAMEYS MILL RD,Fairview,490287.0209,5457141.66
Theft from Vehicle,2018,9,27,23,30,13XX LAURIER AVE,Shaughnessy,490177.0445,5455346.273
Theft from Vehicle,2018,1,4,13,0,13XX MAIN ST,Central Business District,492714.0067,5457797.314
Theft from Vehicle,2018,9,25,20,0,13XX MAPLE ST,Kitsilano,489083.4695,5457957.929
Theft from Vehicle,2018,4,12,7,31,13XX MAPLE ST,Kitsilano,489084.0226,5457974.641
Theft from Vehicle,2018,9,3,22,0,13XX MAPLE ST,Kitsilano,489084.0226,5457974.641
Theft from Vehicle,2018,12,11,23,10,13XX MARINASIDE CRES,Central Business District,491171.6884,5457695.192
Theft from Vehicle,2018,9,17,20,0,13XX MATTHEWS AVE,Shaughnessy,490083.9864,5455651.981
Theft from Vehicle,2018,6,29,20,16,13XX NANAIMO ST,Hastings-Sunrise,495888.2797,5457756.509
Theft from Vehicle,2018,1,21,0,1,13XX NELSON ST,West End,490414.1087,5459135.031
Theft from Vehicle,2018,4,15,20,35,13XX NELSON ST,West End,490414.1087,5459135.031
Theft from Vehicle,2018,6,24,23,16,13XX NELSON ST,West End,490414.1087,5459135.031
Theft from Vehicle,2018,4,15,21,0,13XX NICOLA ST,West End,489782.1208,5458877.485
Theft from Vehicle,2018,6,26,13,4,13XX NICOLA ST,West End,489782.1208,5458877.485
Theft from Vehicle,2018,6,10,22,30,13XX NOOTKA ST,Hastings-Sunrise,496990.7979,5457800.629
Theft from Vehicle,2018,4,27,18,0,13XX ODLUM DR,Grandview-Woodland,494480.5802,5457787.111
Theft from Vehicle,2018,5,17,10,0,13XX PACIFIC BLVD,Central Business District,491005.9986,5457850.789
Theft from Vehicle,2018,8,9,20,11,13XX PACIFIC BLVD,Central Business District,491005.9986,5457850.789
Theft from Vehicle,2018,3,6,11,0,13XX PENDRELL ST,West End,490228.494,5459010.889
Theft from Vehicle,2018,9,19,21,0,13XX PENDRELL ST,West End,490228.494,5459010.889
Theft from Vehicle,2018,10,18,9,0,13XX PENDRELL ST,West End,490228.494,5459010.889
Theft from Vehicle,2018,4,13,0,0,13XX PENDRELL ST,West End,490256.7791,5458982.489
Theft from Vehicle,2018,5,16,23,45,13XX PENTICTON ST,Hastings-Sunrise,496219.0585,5457834.826
Theft from Vehicle,2018,11,5,4,30,13XX RICHARDS ST,Central Business District,490835.981,5457997.862
Theft from Vehicle,2018,12,21,12,0,13XX RICHARDS ST,Central Business District,490835.981,5457997.862
Theft from Vehicle,2018,6,22,3,24,13XX RICHARDS ST,Central Business District,490847.0245,5458008.729
Theft from Vehicle,2018,10,18,12,30,13XX RICHARDS ST,Central Business District,490847.0245,5458008.729
Theft from Vehicle,2018,2,6,21,30,13XX ROBSON ST,West End,490593.8235,5459434.214
Theft from Vehicle,2018,10,9,20,0,13XX ROBSON ST,West End,490593.8235,5459434.214
Theft from Vehicle,2018,12,5,17,0,13XX ROBSON ST,West End,490593.8235,5459434.214
Theft from Vehicle,2018,12,25,18,0,13XX ROBSON ST,West End,490593.8235,5459434.214
Theft from Vehicle,2018,12,15,15,0,13XX ROBSON ST,West End,490599.1574,5459415.979
Theft from Vehicle,2018,9,23,10,30,13XX ROBSON ST,West End,490631.1626,5459396.972
Theft from Vehicle,2018,11,13,19,0,13XX ROBSON ST,West End,490631.1626,5459396.972
Theft from Vehicle,2018,12,10,14,0,13XX ROBSON ST,West End,490631.1626,5459396.972
Theft from Vehicle,2018,12,26,18,54,13XX ROBSON ST,West End,490631.1626,5459396.972
Theft from Vehicle,2018,12,28,12,50,13XX ROBSON ST,West End,490631.1626,5459396.972
Theft from Vehicle,2018,1,28,1,50,13XX ROBSON ST,West End,490646.3226,5459368.937
Theft from Vehicle,2018,2,12,6,35,13XX ROBSON ST,West End,490646.3226,5459368.937
Theft from Vehicle,2018,3,29,19,0,13XX ROBSON ST,West End,490646.3226,5459368.937
Theft from Vehicle,2018,4,1,22,0,13XX ROBSON ST,West End,490646.3226,5459368.937
Theft from Vehicle,2018,11,12,22,0,13XX ROBSON ST,West End,490646.3226,5459368.937
Theft from Vehicle,2018,2,14,18,0,13XX ROBSON ST,West End,490652.78,5459375.411
Theft from Vehicle,2018,10,16,16,0,13XX SE MARINE DR,Sunset,494134.5909,5450916.029
Theft from Vehicle,2018,9,11,17,0,13XX SE MARINE DR,Sunset,494137.4344,5450915.937
Theft from Vehicle,2018,9,8,1,0,13XX SEYMOUR ST,Central Business District,490698.7462,5457992.9
Theft from Vehicle,2018,6,13,15,50,13XX STATION ST,Strathcona,492872.3265,5457742.056
Theft from Vehicle,2018,5,17,23,3,13XX STEWART ST,Grandview-Woodland,494575.1198,5459039.472
Theft from Vehicle,2018,4,1,8,28,13XX THURLOW ST,West End,490383.6718,5458548.67
Theft from Vehicle,2018,5,28,13,14,13XX THURLOW ST,West End,490383.6718,5458548.67
Theft from Vehicle,2018,6,15,8,9,13XX THURLOW ST,West End,490383.6718,5458548.67
Theft from Vehicle,2018,6,28,19,30,13XX THURLOW ST,West End,490383.6718,5458548.67
Theft from Vehicle,2018,11,16,12,0,13XX VENABLES ST,Grandview-Woodland,494382.9811,5458220.819
Theft from Vehicle,2018,2,24,17,0,13XX W 10TH AVE,Fairview,490223.3543,5456657.816
Theft from Vehicle,2018,1,1,12,0,13XX W 10TH AVE,Fairview,490246.4618,5456648.103
Theft from Vehicle,2018,3,29,18,0,13XX W 11TH AVE,Fairview,490233.489,5456544.653
Theft from Vehicle,2018,3,29,20,0,13XX W 11TH AVE,Fairview,490233.489,5456544.653
Theft from Vehicle,2018,6,3,13,57,13XX W 11TH AVE,Fairview,490260.0804,5456544.064
Theft from Vehicle,2018,2,11,0,0,13XX W 12TH AVE,Fairview,490147.6415,5456446.196
Theft from Vehicle,2018,2,1,17,30,13XX W 12TH AVE,Fairview,490190.8459,5456445.116
Theft from Vehicle,2018,8,8,19,0,13XX W 12TH AVE,Fairview,490257.3142,5456443.453
Theft from Vehicle,2018,12,20,0,49,13XX W 12TH AVE,Fairview,490257.3142,5456443.453
Theft from Vehicle,2018,11,11,20,0,13XX W 13TH AVE,Fairview,490138.3268,5456347.651
Theft from Vehicle,2018,10,26,21,0,13XX W 13TH AVE,Fairview,490144.7209,5456338.341
Theft from Vehicle,2018,5,8,19,0,13XX W 13TH AVE,Fairview,490254.073,5456335.549
Theft from Vehicle,2018,10,27,18,30,13XX W 15TH AVE,Fairview,490177.3236,5456141.31
Theft from Vehicle,2018,10,28,7,30,13XX W 15TH AVE,Fairview,490177.3236,5456141.31
Theft from Vehicle,2018,8,22,10,2,13XX W 26TH AVE,Shaughnessy,490167.2525,5455059.768
Theft from Vehicle,2018,5,21,22,0,13XX W 26TH AVE,Shaughnessy,490208.8632,5455058.728
Theft from Vehicle,2018,11,24,23,0,13XX W 37TH AVE,Shaughnessy,490129.4294,5453908.142
Theft from Vehicle,2018,7,28,20,0,13XX W 45TH AVE,Oakridge,490108.5453,5453082.644
Theft from Vehicle,2018,5,7,21,0,13XX W 45TH AVE,Oakridge,490138.5093,5453080.986
Theft from Vehicle,2018,3,3,1,0,13XX W 4TH AVE,Fairview,490161.1892,5457123.345
Theft from Vehicle,2018,10,9,8,17,13XX W 51ST AVE,Oakridge,490123.6722,5452462.241
Theft from Vehicle,2018,2,1,9,20,13XX W 55TH AVE,Oakridge,490139.7112,5451970.094
Theft from Vehicle,2018,6,27,17,0,13XX W 57TH AVE,Oakridge,490010.2008,5451850.038
Theft from Vehicle,2018,11,18,2,15,13XX W 57TH AVE,Oakridge,490118.0906,5451847.471
Theft from Vehicle,2018,5,14,20,0,13XX W 58TH AVE,Marpole,490067.6146,5451738.529
Theft from Vehicle,2018,5,18,19,0,13XX W 58TH AVE,Marpole,490166.0588,5451736.148
Theft from Vehicle,2018,10,4,20,0,13XX W 58TH AVE,Marpole,490166.0588,5451736.148
Theft from Vehicle,2018,3,8,0,0,13XX W 59TH AVE,Marpole,490034.584,5451619.606
Theft from Vehicle,2018,12,13,12,9,13XX W 59TH AVE,Marpole,490034.584,5451619.606
Theft from Vehicle,2018,12,17,22,0,13XX W 59TH AVE,Marpole,490047.4199,5451628.198
Theft from Vehicle,2018,1,22,14,0,13XX W 6TH AVE,Fairview,490195.402,5457043.258
Theft from Vehicle,2018,2,1,8,0,13XX W 6TH AVE,Fairview,490195.402,5457043.258
Theft from Vehicle,2018,2,12,12,0,13XX W 6TH AVE,Fairview,490195.402,5457043.258
Theft from Vehicle,2018,2,24,15,0,13XX W 6TH AVE,Fairview,490195.402,5457043.258
Theft from Vehicle,2018,1,15,21,30,13XX W 70TH AVE,Marpole,490141.8686,5450653.051
Theft from Vehicle,2018,8,27,9,0,13XX W 7TH AVE,Fairview,490247.1282,5456958.909
Theft from Vehicle,2018,9,7,12,0,13XX W 7TH AVE,Fairview,490270.4209,5456949.216
Theft from Vehicle,2018,2,18,11,0,13XX W BROADWAY AVE,Fairview,490202.9643,5456756.602
Theft from Vehicle,2018,11,21,9,0,13XX W BROADWAY AVE,Fairview,490202.9643,5456756.602
Theft from Vehicle,2018,12,29,14,0,13XX W BROADWAY AVE,Fairview,490229.4103,5456755.865
Theft from Vehicle,2018,6,13,10,0,13XX W GEORGIA ST,West End,490684.8583,5459576.393
Theft from Vehicle,2018,1,5,18,0,13XX W GEORGIA ST,Central Business District,490743.9602,5459530.915
Theft from Vehicle,2018,6,4,12,31,13XX W GEORGIA ST,Central Business District,490743.9602,5459530.915
Theft from Vehicle,2018,6,12,23,50,13XX W GEORGIA ST,Central Business District,490743.9602,5459530.915
Theft from Vehicle,2018,6,20,16,3,13XX W GEORGIA ST,Central Business District,490743.9602,5459530.915
Theft from Vehicle,2018,10,4,0,0,13XX W GEORGIA ST,Central Business District,490743.9602,5459530.915
Theft from Vehicle,2018,11,19,9,0,13XX W GEORGIA ST,Central Business District,490743.9602,5459530.915
Theft from Vehicle,2018,10,30,9,54,13XX W GEORGIA ST,West End,490767.6395,5459494.7
Theft from Vehicle,2018,1,12,18,0,13XX W PENDER ST,Central Business District,490797.3138,5459620.489
Theft from Vehicle,2018,9,2,15,55,13XX W PENDER ST,Central Business District,490865.5861,5459590.656
Theft from Vehicle,2018,11,15,6,5,13XX WALNUT ST,Kitsilano,489163.3889,5457943.217
Theft from Vehicle,2018,1,18,0,0,13XX WALNUT ST,Kitsilano,489173.2104,5457968.019
Theft from Vehicle,2018,10,11,5,15,13XX WALNUT ST,Kitsilano,489173.3238,5457972.194
Theft from Vehicle,2018,9,4,21,30,13XX WOODLAND DR,Grandview-Woodland,494652.8544,5457778.155
Theft from Vehicle,2018,3,19,7,0,14XX ADANAC ST,Grandview-Woodland,494549.0721,5458328.427
Theft from Vehicle,2018,11,19,22,0,14XX ALBERNI ST,West End,490582.7313,5459586.587
Theft from Vehicle,2018,9,8,15,0,14XX ALBERNI ST,West End,490587.626,5459581.665
Theft from Vehicle,2018,1,17,0,0,14XX ALBERNI ST,West End,490623.521,5459545.575
Theft from Vehicle,2018,2,9,0,0,14XX ALBERNI ST,West End,490623.521,5459545.575
Theft from Vehicle,2018,4,23,6,47,14XX ALBERNI ST,West End,490623.521,5459545.575
Theft from Vehicle,2018,7,4,14,0,14XX ANDERSON ST,Fairview,490173.2281,5457687.267
Theft from Vehicle,2018,7,22,17,0,14XX ANDERSON ST,Fairview,490173.2281,5457687.267
Theft from Vehicle,2018,7,28,21,33,14XX ANDERSON ST,Fairview,490173.2281,5457687.267
Theft from Vehicle,2018,8,9,19,38,14XX ANDERSON ST,Fairview,490173.2281,5457687.267
Theft from Vehicle,2018,1,7,12,0,14XX ANDERSON ST,Fairview,490173.4443,5457688.618
Theft from Vehicle,2018,4,8,12,0,14XX ANDERSON ST,Fairview,490173.4443,5457688.618
Theft from Vehicle,2018,6,10,20,23,14XX ANDERSON ST,Fairview,490173.4443,5457688.618
Theft from Vehicle,2018,7,6,18,0,14XX ANDERSON ST,Fairview,490173.4443,5457688.618
Theft from Vehicle,2018,7,8,14,5,14XX ANDERSON ST,Fairview,490173.4443,5457688.618
Theft from Vehicle,2018,7,25,16,30,14XX ANDERSON ST,Fairview,490173.4443,5457688.618
Theft from Vehicle,2018,8,3,13,30,14XX ANDERSON ST,Fairview,490173.4443,5457688.618
Theft from Vehicle,2018,8,7,18,42,14XX ANDERSON ST,Fairview,490173.4443,5457688.618
Theft from Vehicle,2018,8,16,16,0,14XX ANDERSON ST,Fairview,490173.4443,5457688.618
Theft from Vehicle,2018,9,12,16,30,14XX ANDERSON ST,Fairview,490173.4443,5457688.618
Theft from Vehicle,2018,7,26,14,15,14XX ANDERSON ST,Fairview,490182.6897,5457688.524
Theft from Vehicle,2018,8,6,18,0,14XX ANDERSON ST,Fairview,490182.9059,5457689.875
Theft from Vehicle,2018,9,21,9,0,14XX ARBUTUS ST,Kitsilano,488894.956,5457772.458
Theft from Vehicle,2018,1,16,20,0,14XX ARBUTUS ST,Kitsilano,488906.94,5457874.817
Theft from Vehicle,2018,1,18,17,0,14XX BARCLAY ST,West End,490341.2446,5459365.076
Theft from Vehicle,2018,11,26,17,30,14XX BARCLAY ST,West End,490341.2446,5459365.076
Theft from Vehicle,2018,1,27,22,0,14XX BARCLAY ST,West End,490377.0345,5459328.898
Theft from Vehicle,2018,6,13,12,0,14XX BARCLAY ST,West End,490377.0345,5459328.898
Theft from Vehicle,2018,11,30,0,1,14XX BARCLAY ST,West End,490377.0345,5459328.898
Theft from Vehicle,2018,3,2,6,0,14XX BARCLAY ST,West End,490387.9271,5459317.888
Theft from Vehicle,2018,10,10,0,58,14XX BARCLAY ST,West End,490387.9271,5459317.888
Theft from Vehicle,2018,3,26,11,0,14XX BURNABY ST,West End,490001.9914,5458922.753
Theft from Vehicle,2018,8,11,20,30,14XX BURRARD ST,Central Business District,490337.7016,5458209.987
Theft from Vehicle,2018,9,12,20,0,14XX BURRARD ST,Central Business District,490337.7016,5458209.987
Theft from Vehicle,2018,10,9,17,0,14XX BURRARD ST,Central Business District,490337.7016,5458209.987
Theft from Vehicle,2018,12,8,18,0,14XX BURRARD ST,Central Business District,490337.7016,5458209.987
Theft from Vehicle,2018,6,3,15,45,14XX CAROLINA ST,Strathcona,493523.9642,5457706.099
Theft from Vehicle,2018,12,16,20,40,14XX CEDAR COTTAGE MEWS,Kensington-Cedar Cottage,494526.6306,5455164.584
Theft from Vehicle,2018,8,11,14,0,14XX CHARLES ST,Grandview-Woodland,494479.4733,5457813.922
Theft from Vehicle,2018,9,15,21,0,14XX CHARLES ST,Grandview-Woodland,494529.5522,5457821.418
Theft from Vehicle,2018,4,2,18,0,14XX CHARLES ST,Grandview-Woodland,494634.9727,5457808.639
Theft from Vehicle,2018,2,16,18,0,14XX CHESTNUT ST,Kitsilano,489359.9171,5457819.954
Theft from Vehicle,2018,3,5,17,30,14XX CHESTNUT ST,Kitsilano,489359.9171,5457819.954
Theft from Vehicle,2018,4,22,12,0,14XX CHESTNUT ST,Kitsilano,489359.9171,5457819.954
Theft from Vehicle,2018,8,10,11,22,14XX CHESTNUT ST,Kitsilano,489359.9171,5457819.954
Theft from Vehicle,2018,8,25,13,0,14XX CHESTNUT ST,Kitsilano,489359.9171,5457819.954
Theft from Vehicle,2018,9,2,12,22,14XX CHESTNUT ST,Kitsilano,489359.9171,5457819.954
Theft from Vehicle,2018,10,6,23,26,14XX CHESTNUT ST,Kitsilano,489359.9171,5457819.954
Theft from Vehicle,2018,11,19,20,30,14XX CHESTNUT ST,Kitsilano,489359.9171,5457819.954
Theft from Vehicle,2018,12,8,2,40,14XX CHESTNUT ST,Kitsilano,489359.9171,5457819.954
Theft from Vehicle,2018,5,9,23,56,14XX CHESTNUT ST,Kitsilano,489360.871,5457874.654
Theft from Vehicle,2018,2,16,14,0,14XX COMOX ST,West End,490214.9194,5459176.531
Theft from Vehicle,2018,2,17,16,52,14XX COMOX ST,West End,490214.9194,5459176.531
Theft from Vehicle,2018,7,26,20,30,14XX COMOX ST,West End,490214.9194,5459176.531
Theft from Vehicle,2018,11,9,23,0,14XX COMOX ST,West End,490214.9194,5459176.531
Theft from Vehicle,2018,9,30,10,43,14XX COMOX ST,West End,490234.574,5459156.956
Theft from Vehicle,2018,4,5,7,0,14XX CREEKSIDE DR,Fairview,489755.7268,5457809.2
Theft from Vehicle,2018,5,8,13,13,14XX CREEKSIDE DR,Fairview,489755.7268,5457809.2
Theft from Vehicle,2018,4,4,20,0,14XX CYPRESS ST,Kitsilano,489245.8822,5457844.195
Theft from Vehicle,2018,6,14,22,47,14XX DAVIE ST,West End,490081.4129,5459003.601
Theft from Vehicle,2018,8,19,12,23,14XX DAVIE ST,West End,490081.4129,5459003.601
Theft from Vehicle,2018,8,19,20,0,14XX DAVIE ST,West End,490081.4129,5459003.601
Theft from Vehicle,2018,12,7,18,0,14XX DEVONSHIRE CRES,Shaughnessy,490041.821,5454861.187
Theft from Vehicle,2018,11,24,9,0,14XX E 10TH AVE,Kensington-Cedar Cottage,494550.398,5456522.627
Theft from Vehicle,2018,8,8,22,30,14XX E 11TH AVE,Kensington-Cedar Cottage,494495.2145,5456413.436
Theft from Vehicle,2018,2,26,14,0,14XX E 15TH AVE,Kensington-Cedar Cottage,494508.3941,5455977.701
Theft from Vehicle,2018,5,27,9,0,14XX E 15TH AVE,Kensington-Cedar Cottage,494508.3941,5455977.701
Theft from Vehicle,2018,2,3,21,0,14XX E 15TH AVE,Kensington-Cedar Cottage,494614.0444,5455981.377
Theft from Vehicle,2018,11,26,10,30,14XX E 17TH AVE,Kensington-Cedar Cottage,494477.0652,5455836.975
Theft from Vehicle,2018,1,20,21,30,14XX E 17TH AVE,Kensington-Cedar Cottage,494491.1041,5455846.158
Theft from Vehicle,2018,5,22,15,30,14XX E 17TH AVE,Kensington-Cedar Cottage,494491.1041,5455846.158
Theft from Vehicle,2018,7,19,21,0,14XX E 18TH AVE,Kensington-Cedar Cottage,494579.4548,5455733.238
Theft from Vehicle,2018,9,20,20,30,14XX E 1ST AVE,Grandview-Woodland,494536.3833,5457437.521
Theft from Vehicle,2018,1,13,19,0,14XX E 20TH AVE,Kensington-Cedar Cottage,494470.653,5455534.948
Theft from Vehicle,2018,3,6,14,24,14XX E 20TH AVE,Kensington-Cedar Cottage,494470.653,5455534.948
Theft from Vehicle,2018,3,28,21,0,14XX E 20TH AVE,Kensington-Cedar Cottage,494470.653,5455534.948
Theft from Vehicle,2018,8,9,18,30,14XX E 20TH AVE,Kensington-Cedar Cottage,494470.653,5455534.948
Theft from Vehicle,2018,1,28,8,0,14XX E 20TH AVE,Kensington-Cedar Cottage,494546.561,5455542.161
Theft from Vehicle,2018,6,2,21,0,14XX E 20TH AVE,Kensington-Cedar Cottage,494633.0532,5455539.87
Theft from Vehicle,2018,12,10,0,0,14XX E 20TH AVE,Kensington-Cedar Cottage,494633.3683,5455530.715
Theft from Vehicle,2018,10,30,1,0,14XX E 20TH AVE,Kensington-Cedar Cottage,494642.5607,5455530.471
Theft from Vehicle,2018,3,29,0,0,14XX E 20TH AVE,Kensington-Cedar Cottage,494659.3769,5455539.173
Theft from Vehicle,2018,8,4,21,0,14XX E 21ST AVE,Kensington-Cedar Cottage,494470.7823,5455434.602
Theft from Vehicle,2018,10,15,19,30,14XX E 29TH AVE,Kensington-Cedar Cottage,494472.8394,5454639.402
Theft from Vehicle,2018,11,14,12,0,14XX E 29TH AVE,Kensington-Cedar Cottage,494474.2183,5454648.528
Theft from Vehicle,2018,1,11,19,0,14XX E 29TH AVE,Kensington-Cedar Cottage,494490.757,5454648.293
Theft from Vehicle,2018,5,6,18,0,14XX E 2ND AVE,Grandview-Woodland,494542.7171,5457337.826
Theft from Vehicle,2018,5,11,12,0,14XX E 2ND AVE,Grandview-Woodland,494542.7171,5457337.826
Theft from Vehicle,2018,9,4,18,0,14XX E 37TH AVE,Kensington-Cedar Cottage,494404.0936,5453782.381
Theft from Vehicle,2018,6,29,21,30,14XX E 37TH AVE,Kensington-Cedar Cottage,494427.9143,5453781.887
Theft from Vehicle,2018,1,4,12,0,14XX E 37TH AVE,Kensington-Cedar Cottage,494579.3495,5453778.785
Theft from Vehicle,2018,9,5,6,0,14XX E 3RD AVE,Grandview-Woodland,494514.4424,5457229.296
Theft from Vehicle,2018,4,12,21,30,14XX E 53RD AVE,Victoria-Fraserview,494460.4642,5452118.292
Theft from Vehicle,2018,4,26,22,0,14XX E 54TH AVE,Victoria-Fraserview,494356.7559,5451958.179
Theft from Vehicle,2018,4,7,23,0,14XX E 54TH AVE,Victoria-Fraserview,494422.8813,5451966.202
Theft from Vehicle,2018,4,16,23,0,14XX E 54TH AVE,Victoria-Fraserview,494520.1798,5451964.512
Theft from Vehicle,2018,12,5,18,50,14XX E 59TH AVE,Victoria-Fraserview,494469.8306,5451517.998
Theft from Vehicle,2018,10,31,22,30,14XX E 61ST AVE,Victoria-Fraserview,494491.8166,5451321.127
Theft from Vehicle,2018,7,22,23,0,14XX E 62ND AVE,Victoria-Fraserview,494457.0281,5451226.245
Theft from Vehicle,2018,10,17,1,0,14XX E 7TH AVE,Grandview-Woodland,494561.3291,5456833.554
Theft from Vehicle,2018,1,1,10,0,14XX E 7TH AVE,Grandview-Woodland,494574.7256,5456824.133
Theft from Vehicle,2018,12,8,1,0,14XX E BROADWAY AVE,Kensington-Cedar Cottage,494558.9185,5456620.952
Theft from Vehicle,2018,6,20,20,32,14XX E GEORGIA ST,Grandview-Woodland,494507.6795,5458419.113
Theft from Vehicle,2018,4,1,1,30,14XX E HASTINGS ST,Grandview-Woodland,494501.9506,5458728.54
Theft from Vehicle,2018,3,5,10,9,14XX E HASTINGS ST,Grandview-Woodland,494592.7539,5458736.013
Theft from Vehicle,2018,6,11,22,0,14XX E HASTINGS ST,Grandview-Woodland,494592.7539,5458736.013
Theft from Vehicle,2018,6,25,22,30,14XX E HASTINGS ST,Grandview-Woodland,494592.7539,5458736.013
Theft from Vehicle,2018,7,10,23,30,14XX E HASTINGS ST,Grandview-Woodland,494592.7539,5458736.013
Theft from Vehicle,2018,9,27,23,0,14XX E HASTINGS ST,Grandview-Woodland,494592.7539,5458736.013
Theft from Vehicle,2018,9,28,5,30,14XX E HASTINGS ST,Grandview-Woodland,494592.7539,5458736.013
Theft from Vehicle,2018,11,22,22,30,14XX E HASTINGS ST,Grandview-Woodland,494592.7539,5458736.013
Theft from Vehicle,2018,4,9,16,0,14XX E KENT AVE N,Victoria-Fraserview,494388.9676,5450730.818
Theft from Vehicle,2018,6,1,16,0,14XX E KENT AVE N,Victoria-Fraserview,494388.9676,5450730.818
Theft from Vehicle,2018,12,13,8,0,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494612.1883,5455088.252
Theft from Vehicle,2018,5,18,0,0,14XX E PENDER ST,Grandview-Woodland,494503.8539,5458628.014
Theft from Vehicle,2018,3,31,9,0,14XX E PENDER ST,Grandview-Woodland,494537.3049,5458618.282
Theft from Vehicle,2018,9,1,12,0,14XX FOUNTAIN WAY,Fairview,490068.8057,5457326.762
Theft from Vehicle,2018,5,3,0,43,14XX FRANKLIN ST,Grandview-Woodland,494537.272,5458829.764
